Index,Subscription Date
4296,21-06-2020
4297,10-07-2020
4298,11-05-2022
4299,29-03-2022
4300,20-03-2021
4301,04-04-2020
4302,25-08-2021
4303,17-08-2020
4304,20-07-2020
4305,13-01-2021
4306,28-03-2020
4307,26-05-2020
4308,26-04-2020
4309,16-10-2021
4310,11-03-2021
4311,11-06-2021
4312,02-07-2020
4313,12-07-2020
4314,08-02-2020
4315,17-01-2021
4316,31-05-2020
4317,31-12-2021
4318,14-09-2021
4319,14-04-2022
4320,17-03-2020
4321,02-04-2022
4322,05-01-2020
4323,01-08-2021
4324,09-01-2022
4325,10-04-2021
4326,05-01-2021
4327,26-12-2020
4328,12-02-2020
4329,09-12-2020
4330,15-09-2021
4331,25-01-2020
4332,29-05-2022
4333,22-09-2021
4334,14-05-2022
4335,30-12-2021
4336,22-08-2021
4337,16-12-2021
4338,08-04-2022
4339,03-08-2021
4340,19-03-2021
4341,29-10-2020
4342,30-06-2020
4343,25-06-2020
4344,19-02-2021
4345,26-02-2020
4346,05-05-2022
4347,05-09-2021
4348,03-01-2020
4349,01-11-2020
4350,13-04-2021
4351,08-06-2021
4352,14-07-2021
4353,03-01-2020
4354,31-05-2020
4355,22-10-2021
4356,10-02-2022
4357,17-02-2021
4358,10-03-2022
4359,07-03-2022
4360,23-06-2021
4361,06-11-2020
4362,09-07-2020
4363,01-03-2020
4364,20-01-2022
4365,15-12-2021
4366,23-01-2022
4367,25-11-2021
4368,05-08-2020
4369,27-05-2021
4370,12-08-2021
4371,25-03-2021
4372,16-02-2022
4373,29-04-2021
4374,23-05-2020
4375,14-04-2020
4376,17-06-2020
4377,14-01-2021
4378,12-01-2022
4379,22-08-2020
4380,11-12-2020
4381,29-04-2021
4382,31-01-2020
4383,26-02-2022
4384,17-01-2022
4385,02-04-2021
4386,28-03-2022
4387,05-01-2020
4388,03-10-2021
4389,19-12-2020
4390,16-03-2020
4391,14-04-2021
4392,28-10-2021
4393,12-01-2021
4394,16-01-2021
4395,08-11-2021
4396,01-12-2020
4397,24-08-2021
4398,25-09-2020
4399,27-07-2021
4400,20-03-2022
4401,30-09-2021
4402,06-01-2021
4403,22-09-2021
4404,02-02-2020
4405,09-07-2021
4406,02-05-2022
4407,05-01-2021
4408,23-01-2020
4409,06-02-2020
4410,21-08-2021
4411,11-05-2020
4412,02-08-2021
4413,28-12-2020
4414,29-09-2021
4415,02-07-2020
4416,27-08-2020
4417,27-01-2022
4418,04-03-2021
4419,14-02-2020
4420,02-04-2020
4421,21-10-2020
4422,16-07-2021
4423,01-07-2020
4424,07-04-2022
4425,02-07-2021
4426,15-05-2021
4427,24-05-2020
4428,22-02-2021
4429,27-04-2021
4430,18-03-2020
4431,31-10-2021
4432,29-11-2020
4433,13-01-2022
4434,27-07-2020
4435,19-02-2020
4436,03-09-2021
4437,23-06-2020
4438,10-10-2021
4439,09-03-2022
4440,25-02-2020
4441,19-12-2021
4442,31-03-2021
4443,22-11-2021
4444,08-05-2020
4445,12-03-2022
4446,27-11-2021
4447,06-05-2022
4448,21-12-2020
4449,20-04-2020
4450,22-02-2021
4451,19-01-2022
4452,05-02-2022
4453,03-02-2020
4454,16-08-2021
4455,29-08-2020
4456,24-07-2021
4457,15-07-2020
4458,14-09-2020
4459,17-04-2022
4460,25-05-2022
4461,03-11-2021
4462,15-02-2022
4463,21-12-2021
4464,17-04-2021
4465,27-05-2020
4466,14-08-2020
4467,16-09-2021
4468,01-06-2020
4469,05-01-2021
4470,28-12-2021
4471,21-03-2021
4472,19-06-2020
4473,12-01-2021
4474,07-07-2021
4475,09-05-2020
4476,09-03-2020
4477,07-01-2022
4478,04-11-2021
4479,22-02-2021
4480,09-01-2021
4481,28-12-2021
4482,11-09-2020
4483,04-09-2021
4484,25-08-2020
4485,13-09-2021
4486,27-01-2020
4487,29-04-2020
4488,06-07-2020
4489,17-11-2020
4490,05-08-2021
4491,13-11-2020
4492,02-02-2020
4493,27-02-2021
4494,17-03-2020
4495,07-03-2021
4496,14-07-2021
4497,06-01-2021
4498,28-12-2021
4499,06-06-2020
4500,28-07-2020
4501,07-10-2020
4502,15-06-2020
4503,19-02-2022
4504,27-07-2020
4505,09-05-2022
4506,28-03-2021
4507,03-05-2022
4508,24-01-2020
4509,27-12-2021
4510,19-08-2020
4511,06-03-2022
4512,27-11-2020
4513,14-05-2022
4514,29-06-2021
4515,12-11-2021
4516,09-09-2021
4517,15-03-2022
4518,06-07-2021
4519,20-01-2021
4520,13-02-2021
4521,10-01-2022
4522,07-03-2022
4523,11-05-2021
4524,20-06-2020
4525,22-11-2021
4526,31-12-2021
4527,25-01-2020
4528,02-12-2021
4529,11-05-2022
4530,26-04-2022
4531,27-12-2020
4532,09-06-2021
4533,12-11-2021
4534,01-03-2022
4535,14-10-2021
4536,16-01-2020
4537,14-09-2020
4538,27-04-2022
4539,16-03-2022
4540,23-09-2020
4541,03-03-2020
4542,11-05-2020
4543,18-09-2020
4544,01-05-2020
4545,07-07-2021
4546,29-04-2020
4547,05-04-2021
4548,19-01-2021
4549,23-05-2021
4550,08-03-2021
4551,29-12-2020
4552,21-09-2020
4553,02-04-2022
4554,23-09-2021
4555,26-04-2020
4556,29-04-2020
4557,20-04-2021
4558,01-07-2021
4559,16-10-2020
4560,08-01-2020
4561,14-07-2020
4562,12-03-2022
4563,03-02-2022
4564,01-04-2021
4565,23-08-2020
4566,10-05-2022
4567,23-01-2020
4568,25-12-2021
4569,23-06-2021
4570,15-03-2020
4571,06-11-2021
4572,18-07-2020
4573,25-05-2022
4574,15-07-2020
4575,27-07-2021
4576,05-05-2022
4577,16-05-2022
4578,03-08-2020
4579,28-09-2021
4580,01-09-2020
4581,22-01-2022
4582,23-03-2022
4583,27-08-2021
4584,02-04-2022
4585,15-01-2022
4586,13-02-2020
4587,16-08-2021
4588,02-05-2021
4589,28-01-2021
4590,04-05-2020
4591,10-02-2020
4592,24-11-2021
4593,22-02-2020
4594,24-11-2021
4595,03-04-2022
4596,14-08-2021
4597,21-04-2020
4598,10-03-2021
4599,09-10-2020
4600,12-01-2021
4601,31-01-2022
4602,09-02-2020
4603,02-08-2021
4604,29-12-2021
4605,31-07-2020
4606,05-05-2022
4607,23-05-2022
4608,15-11-2020
4609,14-01-2022
4610,27-03-2022
4611,02-07-2021
4612,27-09-2020
4613,30-01-2021
4614,19-06-2020
4615,16-04-2021
4616,26-07-2020
4617,14-03-2021
4618,05-01-2021
4619,13-04-2020
4620,29-11-2021
4621,31-01-2022
4622,30-01-2022
4623,05-07-2021
4624,18-06-2021
4625,19-03-2022
4626,21-04-2021
4627,06-05-2020
4628,08-09-2020
4629,20-01-2021
4630,07-02-2022
4631,10-11-2020
4632,13-11-2020
4633,14-04-2022
4634,09-08-2020
4635,21-01-2022
4636,26-09-2021
4637,30-07-2020
4638,12-10-2021
4639,03-08-2021
4640,26-01-2020
4641,30-03-2021
4642,19-12-2020
4643,11-08-2020
4644,30-04-2021
4645,11-09-2021
4646,27-03-2022
4647,10-08-2020
4648,07-03-2021
4649,12-06-2021
4650,24-12-2021
4651,12-01-2021
4652,30-10-2020
4653,15-01-2022
4654,06-11-2020
4655,08-05-2020
4656,05-01-2022
4657,14-03-2022
4658,07-01-2021
4659,09-11-2020
4660,22-11-2021
4661,17-02-2020
4662,11-11-2020
4663,27-02-2020
4664,02-09-2021
4665,06-04-2021
4666,12-02-2020
4667,28-08-2020
4668,01-04-2022
4669,12-03-2022
4670,16-11-2020
4671,28-02-2020
4672,31-08-2021
4673,25-04-2021
4674,11-03-2020
4675,20-03-2020
4676,27-05-2022
4677,08-05-2020
4678,28-05-2022
4679,30-08-2021
4680,01-01-2020
4681,26-08-2020
4682,27-07-2020
4683,06-07-2021
4684,27-05-2021
4685,21-09-2020
4686,05-10-2020
4687,16-04-2020
4688,24-04-2020
4689,06-07-2020
4690,06-03-2022
4691,18-04-2022
4692,26-08-2021
4693,09-05-2022
4694,21-02-2022
4695,17-07-2020
4696,26-10-2020
4697,24-04-2021
4698,11-04-2020
4699,20-02-2022
4700,12-04-2022
4701,23-09-2020
4702,24-08-2020
4703,16-04-2022
4704,21-09-2020
4705,10-04-2020
4706,23-02-2022
4707,11-09-2021
4708,18-10-2020
4709,28-06-2020
4710,23-07-2021
4711,16-11-2020
4712,05-01-2021
4713,10-12-2020
4714,04-08-2021
4715,07-01-2021
4716,11-09-2021
4717,15-04-2020
4718,24-01-2020
4719,17-03-2020
4720,30-05-2021
4721,22-07-2020
4722,26-05-2022
4723,21-08-2021
4724,17-04-2021
4725,18-11-2020
4726,06-03-2022
4727,14-04-2021
4728,27-07-2020
4729,14-11-2021
4730,29-05-2021
4731,07-10-2021
4732,14-08-2021
4733,15-08-2021
4734,17-04-2022
4735,14-06-2021
4736,08-01-2022
4737,02-02-2020
4738,15-09-2021
4739,19-03-2020
4740,30-11-2020
4741,11-09-2021
4742,29-11-2020
4743,28-11-2020
4744,24-04-2020
4745,10-04-2021
4746,12-09-2021
4747,10-12-2021
4748,05-10-2020
4749,26-10-2021
4750,11-06-2020
4751,22-06-2020
4752,17-05-2020
4753,13-09-2020
4754,23-11-2021
4755,14-02-2020
4756,22-08-2020
4757,18-10-2020
4758,12-12-2021
4759,22-12-2020
4760,03-08-2021
4761,26-03-2021
4762,01-04-2022
4763,10-11-2020
4764,09-03-2022
4765,20-05-2020
4766,30-03-2022
4767,20-11-2020
4768,04-02-2022
4769,10-03-2021
4770,22-04-2020
4771,13-01-2020
4772,10-06-2021
4773,03-05-2022
4774,20-07-2021
4775,08-03-2021
4776,05-02-2020
4777,13-02-2022
4778,07-08-2021
4779,05-03-2020
4780,27-10-2021
4781,30-09-2020
4782,10-03-2020
4783,01-04-2022
4784,04-06-2020
4785,11-02-2020
4786,25-04-2022
4787,11-01-2021
4788,18-06-2021
4789,25-09-2021
4790,10-10-2020
4791,04-02-2021
4792,26-01-2022
4793,15-10-2020
4794,19-03-2020
4795,22-03-2021
4796,26-01-2022
4797,29-09-2021
4798,16-03-2021
4799,21-02-2020
4800,01-09-2021
4801,24-03-2020
4802,19-05-2020
4803,24-05-2022
4804,18-06-2020
4805,07-11-2021
4806,05-04-2021
4807,31-07-2020
4808,19-01-2022
4809,29-03-2022
4810,05-01-2020
4811,26-06-2020
4812,10-04-2022
4813,31-08-2021
4814,18-02-2021
4815,27-11-2020
4816,30-09-2020
4817,14-01-2022
4818,26-09-2021
4819,23-10-2021
4820,29-01-2022
4821,28-07-2020
4822,20-01-2020
4823,30-03-2021
4824,15-12-2021
4825,16-09-2020
4826,09-04-2022
4827,29-08-2021
4828,10-02-2021
4829,03-07-2020
4830,08-02-2021
4831,07-01-2021
4832,04-03-2022
4833,04-04-2020
4834,19-05-2020
4835,21-05-2022
4836,23-06-2021
4837,03-04-2020
4838,08-03-2020
4839,12-08-2021
4840,29-01-2021
4841,09-04-2020
4842,27-02-2022
4843,28-03-2021
4844,15-01-2022
4845,12-08-2020
4846,10-08-2021
4847,20-08-2021
4848,24-12-2021
4849,13-01-2022
4850,08-04-2020
4851,09-04-2020
4852,13-03-2022
4853,17-08-2021
4854,02-12-2021
4855,24-02-2022
4856,09-04-2021
4857,16-11-2021
4858,26-09-2020
4859,08-01-2020
4860,26-02-2021
4861,11-02-2021
4862,28-02-2021
4863,15-01-2021
4864,26-07-2021
4865,23-07-2020
4866,03-03-2022
4867,03-09-2020
4868,16-05-2021
4869,06-02-2020
4870,02-09-2021
4871,22-01-2020
4872,02-04-2022
4873,09-07-2020
4874,11-04-2021
4875,20-06-2020
4876,01-09-2020
4877,10-02-2020
4878,16-01-2021
4879,28-08-2021
4880,09-10-2020
4881,23-08-2021
4882,26-12-2021
4883,13-03-2020
4884,09-07-2020
4885,11-04-2020
4886,30-12-2020
4887,14-04-2021
4888,23-02-2022
4889,26-09-2021
4890,19-03-2020
4891,29-12-2020
4892,02-04-2022
4893,02-05-2020
4894,14-10-2021
4895,09-02-2020
4896,20-05-2022
4897,06-10-2020
4898,07-06-2021
4899,17-12-2020
4900,25-05-2022
4901,01-02-2021
4902,01-06-2020
4903,27-01-2021
4904,05-02-2021
4905,03-04-2022
4906,15-07-2021
4907,14-12-2021
4908,19-02-2021
4909,19-02-2021
4910,21-07-2020
4911,10-06-2021
4912,10-04-2022
4913,09-01-2020
4914,06-07-2021
4915,24-03-2021
4916,11-01-2020
4917,25-09-2021
4918,22-12-2021
4919,31-05-2021
4920,30-07-2020
4921,02-05-2020
4922,01-10-2020
4923,17-05-2021
4924,01-10-2021
4925,04-02-2020
4926,14-06-2021
4927,18-12-2020
4928,10-10-2021
4929,21-11-2021
4930,30-06-2021
4931,04-08-2020
4932,21-04-2020
4933,08-05-2021
4934,06-08-2021
4935,03-11-2021
4936,24-05-2020
4937,29-03-2021
4938,07-11-2021
4939,16-12-2020
4940,30-03-2022
4941,16-12-2021
4942,03-05-2021
4943,07-02-2022
4944,22-08-2020
4945,07-11-2021
4946,17-01-2020
4947,29-05-2021
4948,16-11-2020
4949,21-07-2021
4950,13-06-2020
4951,08-06-2021
4952,15-12-2021
4953,03-07-2021
4954,13-04-2021
4955,11-01-2022
4956,20-03-2020
4957,07-05-2022
4958,06-11-2021
4959,03-10-2021
4960,31-01-2021
4961,01-09-2020
4962,29-09-2021
4963,24-12-2021
4964,25-08-2020
4965,15-12-2020
4966,10-03-2022
4967,06-04-2020
4968,05-01-2021
4969,30-09-2021
4970,28-09-2020
4971,25-03-2021
4972,06-03-2022
4973,21-04-2022
4974,10-01-2020
4975,19-09-2020
4976,19-10-2021
4977,18-03-2021
4978,02-06-2021
4979,26-08-2020
4980,14-07-2021
4981,15-10-2021
4982,20-03-2021
4983,05-09-2021
4984,25-04-2020
4985,06-05-2021
4986,02-10-2021
4987,08-03-2020
4988,22-01-2021
4989,03-10-2020
4990,24-10-2020
4991,09-02-2020
4992,17-11-2021
4993,06-05-2021
4994,09-03-2022
4995,21-10-2020
4996,07-03-2021
4997,01-01-2020
4998,20-05-2022
4999,12-12-2020
5000,31-03-2022
5001,03-07-2021
5002,06-09-2021
5003,19-02-2022
5004,16-05-2022
5005,07-02-2022
5006,21-03-2020
5007,11-08-2021
5008,20-04-2022
5009,20-12-2020
5010,12-08-2020
5011,16-05-2020
5012,26-11-2020
5013,11-04-2022
5014,14-04-2021
5015,04-12-2020
5016,18-04-2020
5017,05-03-2021
5018,29-06-2020
5019,12-05-2021
5020,20-10-2020
5021,26-05-2022
5022,28-07-2021
5023,13-04-2020
5024,04-09-2020
5025,14-10-2021
5026,02-06-2021
5027,29-03-2020
5028,19-01-2022
5029,11-10-2021
5030,04-11-2021
5031,12-01-2020
5032,27-11-2020
5033,14-05-2021
5034,11-03-2020
5035,13-08-2021
5036,23-11-2020
5037,06-02-2020
5038,08-01-2021
5039,16-10-2021
5040,16-09-2020
5041,11-12-2020
5042,28-08-2021
5043,08-11-2020
5044,24-11-2020
5045,18-02-2022
5046,05-10-2021
5047,04-05-2020
5048,09-05-2020
5049,28-05-2022
5050,09-04-2022
5051,11-03-2022
5052,11-04-2021
5053,11-02-2021
5054,28-07-2020
5055,28-07-2020
5056,04-03-2021
5057,28-08-2021
5058,19-01-2022
5059,19-12-2020
5060,05-10-2021
5061,30-06-2020
5062,03-07-2020
5063,12-03-2022
5064,24-11-2020
5065,16-09-2021
5066,05-09-2020
5067,01-01-2021
5068,25-03-2020
5069,25-11-2021
5070,02-12-2021
5071,06-05-2022
5072,30-07-2021
5073,04-05-2022
5074,08-04-2021
5075,01-08-2021
5076,14-10-2020
5077,22-11-2020
5078,26-05-2020
5079,19-01-2021
5080,09-12-2021
5081,30-10-2020
5082,16-02-2022
5083,17-10-2020
5084,09-06-2021
5085,22-04-2022
5086,14-02-2021
5087,22-02-2021
5088,12-01-2022
5089,11-03-2021
5090,02-08-2020
5091,12-07-2021
5092,03-10-2021
5093,19-04-2022
5094,09-06-2021
5095,15-04-2020
5096,16-04-2022
5097,05-11-2021
5098,17-11-2020
5099,24-03-2022
5100,01-01-2022
5101,13-10-2021
5102,03-10-2020
5103,02-06-2021
5104,25-12-2020
5105,07-05-2022
5106,03-01-2020
5107,24-08-2020
5108,12-06-2020
5109,22-03-2020
5110,31-01-2022
5111,30-05-2020
5112,05-05-2021
5113,09-11-2021
5114,19-08-2020
5115,25-04-2020
5116,11-01-2022
5117,29-08-2020
5118,16-03-2021
5119,29-03-2021
5120,09-07-2020
5121,03-04-2020
5122,21-11-2020
5123,21-09-2020
5124,08-05-2020
5125,22-08-2020
5126,27-02-2021
5127,18-09-2020
5128,29-11-2020
5129,30-01-2020
5130,04-03-2020
5131,06-08-2020
5132,23-06-2021
5133,19-05-2022
5134,13-11-2021
5135,23-11-2021
5136,26-02-2020
5137,14-12-2021
5138,18-01-2021
5139,16-02-2022
5140,01-04-2021
5141,08-03-2022
5142,24-09-2021
5143,30-08-2020
5144,23-10-2020
5145,03-02-2022
5146,23-04-2021
5147,28-11-2021
5148,08-06-2020
5149,08-11-2021
5150,01-01-2020
5151,23-09-2020
5152,04-06-2021
5153,11-10-2020
5154,19-01-2020
5155,07-09-2021
5156,03-03-2020
5157,25-03-2022
5158,07-03-2022
5159,27-11-2020
5160,15-06-2020
5161,28-03-2020
5162,11-02-2021
5163,15-03-2021
5164,28-09-2020
5165,27-02-2020
5166,10-03-2020
5167,29-10-2020
5168,24-01-2021
5169,23-08-2021
5170,01-10-2021
5171,20-08-2021
5172,11-11-2021
5173,18-01-2022
5174,27-10-2021
5175,04-09-2021
5176,11-12-2021
5177,03-01-2020
5178,25-09-2020
5179,17-12-2020
5180,27-12-2020
5181,15-04-2021
5182,09-05-2021
5183,28-05-2021
5184,04-02-2020
5185,06-08-2021
5186,11-05-2022
5187,08-11-2021
5188,12-11-2021
5189,10-03-2022
5190,16-10-2020
5191,09-06-2021
5192,25-08-2021
5193,16-06-2020
5194,11-03-2020
5195,07-12-2021
5196,05-07-2021
5197,22-04-2022
5198,17-01-2021
5199,08-05-2022
5200,05-03-2020
5201,11-04-2022
5202,25-07-2020
5203,16-01-2021
5204,28-12-2021
5205,14-05-2022
5206,20-10-2021
5207,20-10-2021
5208,10-02-2020
5209,07-05-2020
5210,23-02-2022
5211,19-01-2022
5212,12-05-2021
5213,18-02-2021
5214,11-01-2021
5215,18-03-2022
5216,08-03-2022
5217,14-06-2021
5218,29-11-2020
5219,27-05-2020
5220,29-01-2020
5221,06-04-2022
5222,17-03-2021
5223,03-03-2020
5224,08-12-2020
5225,18-03-2022
5226,15-11-2021
5227,17-11-2020
5228,20-03-2020
5229,16-12-2020
5230,10-06-2021
5231,09-05-2020
5232,18-02-2022
5233,09-04-2020
5234,22-10-2021
5235,30-08-2020
5236,14-05-2021
5237,18-10-2021
5238,15-03-2022
5239,01-08-2020
5240,21-02-2022
5241,09-01-2020
5242,05-04-2020
5243,26-02-2020
5244,03-05-2021
5245,17-07-2021
5246,01-08-2021
5247,30-03-2020
5248,16-03-2020
5249,10-08-2020
5250,27-03-2020
5251,26-11-2020
5252,28-06-2020
5253,25-04-2022
5254,31-01-2020
5255,28-08-2020
5256,08-02-2022
5257,30-06-2020
5258,29-01-2021
5259,09-03-2021
5260,05-10-2020
5261,07-07-2021
5262,20-03-2020
5263,08-09-2021
5264,21-01-2020
5265,19-02-2020
5266,29-01-2022
5267,22-05-2022
5268,02-06-2021
5269,12-12-2020
5270,18-01-2021
5271,03-07-2020
5272,05-11-2020
5273,24-05-2021
5274,15-01-2022
5275,04-01-2021
5276,02-01-2021
5277,20-06-2020
5278,20-05-2020
5279,25-04-2020
5280,24-08-2020
5281,13-02-2022
5282,22-09-2020
5283,24-06-2021
5284,11-05-2022
5285,09-03-2021
5286,10-03-2021
5287,12-08-2020
5288,30-01-2020
5289,29-07-2021
5290,10-08-2020
5291,10-02-2021
5292,21-05-2021
5293,27-02-2020
5294,06-09-2021
5295,02-07-2020
5296,24-12-2020
5297,27-12-2020
5298,20-01-2020
5299,15-04-2022
5300,03-10-2020
5301,19-05-2022
5302,25-05-2020
5303,18-11-2020
5304,31-12-2021
5305,07-06-2020
5306,26-04-2020
5307,03-02-2020
5308,20-04-2022
5309,19-03-2021
5310,16-02-2022
5311,19-03-2022
5312,11-03-2021
5313,07-12-2021
5314,15-06-2020
5315,11-09-2021
5316,15-09-2021
5317,25-03-2021
5318,30-06-2020
5319,10-09-2020
5320,04-04-2021
5321,11-10-2021
5322,18-02-2021
5323,01-01-2021
5324,22-05-2022
5325,01-11-2020
5326,12-07-2021
5327,11-04-2020
5328,12-11-2021
5329,22-05-2021
5330,10-12-2020
5331,19-08-2021
5332,28-03-2021
5333,19-02-2020
5334,29-02-2020
5335,21-02-2022
5336,22-07-2020
5337,06-07-2020
5338,28-01-2021
5339,28-08-2020
5340,28-02-2021
5341,23-06-2020
5342,23-12-2020
5343,06-07-2021
5344,01-06-2021
5345,25-03-2021
5346,28-02-2022
5347,31-08-2020
5348,03-05-2020
5349,21-05-2020
5350,02-08-2021
5351,11-05-2020
5352,10-02-2022
5353,12-01-2021
5354,09-07-2021
5355,23-07-2020
5356,08-10-2020
5357,27-02-2020
5358,26-08-2020
5359,05-03-2021
5360,06-04-2022
5361,19-01-2022
5362,22-01-2021
5363,03-02-2021
5364,14-01-2022
5365,09-08-2021
5366,15-01-2020
5367,06-05-2021
5368,09-12-2021
5369,24-06-2021
5370,16-12-2020
5371,11-04-2022
5372,17-01-2021
5373,28-07-2021
5374,28-12-2021
5375,08-06-2021
5376,01-11-2020
5377,10-05-2021
5378,26-12-2021
5379,20-11-2021
5380,04-10-2020
5381,09-01-2020
5382,08-12-2020
5383,02-05-2022
5384,18-05-2022
5385,26-11-2020
5386,15-05-2022
5387,11-03-2022
5388,01-12-2020
5389,25-01-2020
5390,25-03-2022
5391,01-07-2020
5392,05-05-2021
5393,09-03-2021
5394,02-10-2020
5395,08-09-2020
5396,11-08-2020
5397,05-06-2020
5398,16-07-2021
5399,05-01-2022
5400,14-01-2022
5401,03-03-2022
5402,22-12-2021
5403,06-12-2020
5404,01-12-2021
5405,18-01-2021
5406,17-03-2021
5407,09-11-2020
5408,27-06-2020
5409,09-04-2022
5410,06-12-2021
5411,02-05-2020
5412,07-12-2020
5413,19-04-2020
5414,22-12-2020
5415,10-04-2022
5416,04-12-2021
5417,15-02-2020
5418,10-01-2020
5419,07-05-2020
5420,10-01-2022
5421,28-10-2020
5422,08-01-2022
5423,18-07-2020
5424,04-09-2020
5425,17-08-2021
5426,16-10-2020
5427,13-12-2020
5428,28-03-2022
5429,08-11-2020
5430,02-04-2022
5431,03-07-2021
5432,22-05-2022
5433,28-07-2021
5434,05-12-2021
5435,07-10-2021
5436,17-05-2021
5437,30-09-2021
5438,15-07-2020
5439,24-09-2020
5440,07-01-2021
5441,26-07-2020
5442,29-04-2022
5443,19-11-2021
5444,23-11-2021
5445,09-01-2021
5446,23-03-2020
5447,31-03-2021
5448,04-12-2020
5449,29-04-2021
5450,06-01-2020
5451,03-11-2020
5452,16-04-2021
5453,29-05-2020
5454,25-03-2022
5455,25-07-2021
5456,24-11-2020
5457,17-07-2021
5458,20-11-2021
5459,22-03-2022
5460,12-04-2020
5461,13-10-2021
5462,24-01-2021
5463,10-05-2022
5464,07-04-2021
5465,08-02-2021
5466,21-01-2021
5467,03-04-2022
5468,22-04-2021
5469,29-09-2020
5470,21-08-2020
5471,18-03-2020
5472,21-03-2022
5473,29-07-2021
5474,25-05-2021
5475,04-01-2021
5476,22-02-2022
5477,20-09-2021
5478,10-07-2020
5479,06-12-2020
5480,08-12-2020
5481,07-03-2022
5482,05-11-2021
5483,15-04-2022
5484,20-04-2020
5485,05-11-2021
5486,12-08-2021
5487,12-02-2020
5488,17-05-2020
5489,28-06-2021
5490,06-12-2020
5491,21-03-2020
5492,06-11-2021
5493,30-04-2020
5494,28-11-2020
5495,03-12-2020
5496,28-06-2021
5497,08-01-2021
5498,22-03-2020
5499,07-09-2021
5500,05-03-2020
5501,29-12-2021
5502,02-10-2020
5503,14-11-2021
5504,26-05-2022
5505,22-04-2022
5506,03-10-2020
5507,19-10-2020
5508,25-05-2021
5509,02-05-2021
5510,25-05-2022
5511,31-12-2021
5512,25-09-2021
5513,19-11-2020
5514,07-02-2020
5515,21-06-2020
5516,07-03-2022
5517,20-11-2020
5518,01-07-2021
5519,06-02-2021
5520,29-07-2020
5521,08-05-2022
5522,30-07-2020
5523,08-01-2022
5524,08-04-2020
5525,10-04-2021
5526,28-06-2020
5527,30-09-2020
5528,03-05-2020
5529,06-06-2021
5530,17-04-2020
5531,13-06-2021
5532,19-07-2020
5533,14-05-2020
5534,20-02-2022
5535,01-07-2020
5536,21-12-2021
5537,03-08-2020
5538,08-01-2020
5539,29-09-2020
5540,30-03-2022
5541,02-07-2020
5542,24-12-2021
5543,23-11-2020
5544,10-04-2020
5545,23-12-2020
5546,03-01-2022
5547,14-05-2020
5548,17-03-2020
5549,01-07-2020
5550,19-11-2020
5551,24-01-2020
5552,30-03-2020
5553,15-09-2020
5554,26-01-2020
5555,31-12-2021
5556,29-05-2022
5557,24-01-2022
5558,27-05-2022
5559,03-10-2020
5560,20-09-2020
5561,07-02-2021
5562,09-12-2020
5563,11-05-2020
5564,05-12-2021
5565,13-08-2021
5566,16-02-2020
5567,11-01-2021
5568,18-06-2021
5569,07-04-2020
5570,13-07-2021
5571,27-03-2022
5572,24-07-2021
5573,07-02-2022
5574,19-07-2021
5575,08-01-2020
5576,14-05-2021
5577,08-06-2020
5578,28-07-2020
5579,01-09-2020
5580,27-11-2020
5581,14-02-2020
5582,23-09-2020
5583,23-02-2022
5584,28-09-2020
5585,26-06-2021
5586,02-06-2020
5587,07-09-2020
5588,03-02-2021
5589,09-02-2020
5590,07-02-2021
5591,15-12-2021
5592,24-03-2022
5593,09-05-2021
5594,13-04-2020
5595,16-12-2021
5596,03-03-2021
5597,06-06-2020
5598,01-04-2022
5599,02-09-2021
5600,17-10-2021
5601,22-02-2020
5602,14-04-2021
5603,14-03-2020
5604,03-05-2021
5605,06-10-2020
5606,21-02-2020
5607,05-10-2020
5608,11-04-2020
5609,10-09-2020
5610,26-07-2020
5611,10-07-2021
5612,02-08-2020
5613,02-02-2020
5614,11-06-2021
5615,22-03-2020
5616,23-11-2020
5617,30-12-2021
5618,14-11-2021
5619,03-09-2021
5620,15-04-2022
5621,04-02-2021
5622,18-05-2022
5623,29-04-2022
5624,06-08-2020
5625,14-03-2020
5626,21-11-2021
5627,29-06-2021
5628,28-07-2021
5629,16-05-2020
5630,05-10-2021
5631,09-05-2022
5632,28-07-2021
5633,22-03-2021
5634,26-03-2021
5635,05-09-2021
5636,29-08-2021
5637,24-02-2022
5638,14-10-2020
5639,19-12-2020
5640,28-06-2020
5641,29-07-2020
5642,22-07-2021
5643,24-01-2020
5644,18-11-2020
5645,13-04-2021
5646,25-03-2020
5647,13-08-2020
5648,22-01-2021
5649,25-05-2021
5650,26-01-2020
5651,12-10-2021
5652,28-05-2022
5653,04-10-2020
5654,30-08-2021
5655,21-10-2020
5656,16-04-2022
5657,03-03-2021
5658,11-02-2020
5659,26-01-2021
5660,30-04-2021
5661,27-01-2020
5662,01-03-2021
5663,18-02-2021
5664,30-04-2021
5665,09-05-2021
5666,22-02-2021
5667,21-09-2020
5668,31-05-2020
5669,02-02-2022
5670,01-03-2022
5671,03-03-2021
5672,14-10-2020
5673,12-11-2021
5674,01-01-2021
5675,19-09-2021
5676,22-02-2022
5677,21-03-2020
5678,31-12-2020
5679,07-05-2021
5680,23-02-2020
5681,23-03-2021
5682,12-07-2021
5683,02-09-2020
5684,19-02-2021
5685,28-04-2022
5686,11-01-2021
5687,08-07-2021
5688,05-03-2022
5689,20-03-2020
5690,08-02-2021
5691,10-03-2022
5692,09-05-2020
5693,06-03-2022
5694,15-10-2020
